priority,category,status,control,source_rows,evidence
P1,altro,pending,Attivare notifiche.,usabilita:U0062,
P1,altro,pending,Attivazione notifiche.,globale:T-1205,
P1,altro,pending,Dieci notifiche contemporanee.,globale:T-0571,
P1,altro,pending,Disattivazione completa delle notifiche.,globale:T-0077,
P1,altro,pending,Disattivazione notifiche.,globale:T-0520,
P1,altro,pending,Inviare due notifiche con lo stesso tag.,globale:T-0861,
P1,altro,pending,Inviare notifica con caratteri speciali.,globale:T-0862,
P1,altro,pending,Inviare notifica con emoji.,globale:T-0863,
P1,altro,pending,Inviare notifica con testo molto lungo.,globale:T-0864,
P1,altro,pending,Inviare notifica con titolo molto lungo.,globale:T-0865,
P1,altro,pending,le notifiche aprono il contenuto preciso;,globale:T-0681,
P1,altro,pending,Misurare batteria con notifiche attive.,globale:T-1660,
P1,altro,pending,Negare notifiche.,globale:T-0522;usabilita:U0063,
P1,altro,pending,nessuna notifica deve essere inviata;,addendum:A0036,
P1,altro,pending,nessuna notifica inviata;,globale:T-0749;usabilita:U0586,
P1,altro,pending,non esistono notifiche;,addendum:A0303,
P1,altro,pending,Non inviare all’autore la notifica della propria operazione.,globale:T-0081,
P1,altro,pending,Notifica → post → indietro.,globale:T-1417,
P1,altro,pending,Notifica automatica al responsabile tecnico.,globale:T-1552,
P1,altro,pending,Notifica con apertura del post preciso.,globale:T-0083,
P1,altro,pending,Notifica per menzione.,globale:T-0086,
P1,altro,pending,notifiche cliccabili;,addendum:A0012,
P1,altro,pending,Notifiche durante la prova.,globale:T-1127,
P1,altro,pending,notifiche negate;,usabilita:U0505,
P1,altro,pending,notifiche non lette;,addendum:A0078,
P1,altro,pending,notifiche;,globale:T-1762;usabilita:U0647,
P1,altro,pending,prima dell’invio della notifica;,addendum:A0117,
P1,altro,pending,"Rendere reali le menzioni: attualmente “@nome” viene evidenziato, ma non genera una notifica specifica.",globale:T-0065,
P1,altro,pending,Ricevere una notifica dopo logout.,globale:T-0869,
P1,altro,pending,Ricevere una notifica dopo revoca del dispositivo.,globale:T-0870,
P1,altro,pending,Ricezione notifica consentita.,globale:T-1234,
P1,altro,pending,stabilità delle notifiche;,globale:T-1119,
P1,altro,pending,test delle notifiche;,globale:T-0019,
P1,altro,pending,Toccando la notifica mostrare “Contenuto non più disponibile”.,globale:T-0872,
P1,altro,pending,Toccare la notifica e verificare apertura del post preciso.,globale:T-0707,
P1,altro,pending,Tutti attivano le notifiche.,globale:T-1731,
P1,altro,pending,una notifica mostra dati riservati;,usabilita:U0697,
P1,altro,pending,Utilizzare una notifica generica quando il contenuto è sensibile.,globale:T-1357,
P1,altro,pending,Verifica notifiche Push.,globale:T-0660,
P1,altro,pending,Verificare che il contenuto venga ricontrollato dal server quando la notifica viene aperta.,globale:T-1360,
P1,altro,pending,Verificare che il telefono B riceva la notifica.,globale:T-0715,
P1,altro,pending,Verificare che una notifica “Solo io” non venga inviata a nessun altro.,globale:T-0876,
P1,altro,pending,Verificare preferenze notifiche.,globale:T-1608,
P1,altro,pending,Verificare raggruppamento delle notifiche.,globale:T-0880,
P1,altro,pending,Verificare ricezione della notifica.,usabilita:U0022,
P1,altro,pending,Verificare una notifica con telefono bloccato.,globale:T-1364,
P1,altro,pending,Verificare una notifica con telefono sbloccato.,globale:T-1365,
P1,documenti,passed,Aprire PDF.,usabilita:U0421,Playwright mobile: PDF protetto aperto in nuova scheda tramite visualizzatore blob autenticato; preview c90ec547; 2026-08-04
P1,documenti,pending,Caricare biglietti.,globale:T-0477;usabilita:U0418,
P1,documenti,pending,Caricare un PDF multipagina.,globale:T-0993,
P1,documenti,pending,Caricare visto.,globale:T-0479;usabilita:U0417,
P1,documenti,pending,Controllare PDF corrotti o pericolosi.,globale:T-0166,
P1,documenti,pending,messaggio se il caricamento supera il tempo previsto;,addendum:A0321,
P1,documenti,pending,PDF del diario.,globale:T-1724,
P1,documenti,pending,PDF del viaggio.,globale:T-0265,
P1,documenti,pending,PDF molto grande.,globale:T-0438,
P1,mappe-posizione,pending,"A cancella posizione, B vede scomparsa.",usabilita:U0561,
P1,mappe-posizione,pending,"A condivide posizione, B vede marker.",usabilita:U0560,
P1,mappe-posizione,pending,Aggiornamenti posizione durante la prova.,globale:T-1122,
P1,mappe-posizione,pending,Aggiornamento con segnale GPS debole.,globale:T-1456,
P1,mappe-posizione,pending,Aggiornamento posizione contemporaneo.,globale:T-0569,
P1,mappe-posizione,pending,Aggiornare la stessa posizione da due dispositivi.,globale:T-0790,
P1,mappe-posizione,pending,Aprire la posizione del post.,globale:T-0692,
P1,mappe-posizione,pending,Cancellare la posizione dal telefono A.,globale:T-0694,
P1,mappe-posizione,pending,Cancellare la posizione.,globale:T-0496;globale:T-1771;usabilita:U0074,
P1,mappe-posizione,passed,Cancellare la propria posizione.,usabilita:U0468,Playwright mobile: DELETE del proprietario autenticato restituisce 200; preview 20382a40; 2026-08-04
P1,mappe-posizione,pending,cancellazione posizione altrui.,globale:T-0726,
P1,mappe-posizione,pending,cancellazione posizione propria;,globale:T-0727,
P1,mappe-posizione,pending,Condividere la posizione dal telefono A.,globale:T-0697,
P1,mappe-posizione,pending,condividere la posizione;,globale:T-1773;usabilita:U0073,
P1,mappe-posizione,pending,condivisione posizione propria;,globale:T-0731,
P1,mappe-posizione,pending,condivisione posizione;,usabilita:U0549,
P1,mappe-posizione,passed,Consentire posizione.,usabilita:U0456,Playwright Galaxy: permesso GPS accordato e POST autenticato 200; preview 20382a40; 2026-08-04
P1,mappe-posizione,pending,Controllo posizioni.,globale:T-1215;usabilita:U0660,
P1,mappe-posizione,pending,Definire per quanto tempo vengono conservate le posizioni.,globale:T-1340,
P1,mappe-posizione,pending,Indicazione “Posizione recente”.,globale:T-0207,
P1,mappe-posizione,pending,Indicazione “Posizione scaduta”.,globale:T-0208,
P1,mappe-posizione,pending,Indicazione “Posizione vecchia”.,globale:T-0209,
P1,mappe-posizione,pending,le posizioni scadono automaticamente;,globale:T-0682,
P1,mappe-posizione,pending,Mappa con due posizioni identiche.,globale:T-0947,
P1,mappe-posizione,pending,Mappa con nessuna posizione condivisa.,globale:T-0952,
P1,mappe-posizione,pending,Mappa con una posizione.,globale:T-0954,
P1,mappe-posizione,pending,Misurare batteria con posizione attiva.,globale:T-1662,
P1,mappe-posizione,pending,modifica posizione altrui;,globale:T-0742,
P1,mappe-posizione,pending,Negare GPS.,usabilita:U0236,
P1,mappe-posizione,passed,Negare posizione.,usabilita:U0457,"Playwright Galaxy: permesso rimosso, messaggio locale e zero richieste POST; preview 20382a40; 2026-08-04"
P1,mappe-posizione,passed,Nessuna posizione visibile al pubblico.,globale:T-0211,production-smoke: endpoint posizione negato senza sessione
P1,mappe-posizione,pending,Non dichiarare una posizione come certificata se non è verificabile.,globale:T-1444,
P1,mappe-posizione,pending,non esistono posizioni;,addendum:A0302,
P1,mappe-posizione,pending,Non mostrare posizione precisa sul blocco schermo.,globale:T-1355,
P1,mappe-posizione,pending,Non rendere pubblica la posizione EXIF senza consenso.,globale:T-1432,
P1,mappe-posizione,pending,Non visualizzare posizione.,usabilita:U0364,
P1,mappe-posizione,pending,Ogni posizione deve essere collegata a un profilo esistente.,globale:T-1018,
P1,mappe-posizione,pending,Posizione all’interno di un edificio.,globale:T-0499,
P1,mappe-posizione,pending,posizione cancellata;,globale:T-1572,
P1,mappe-posizione,pending,Posizione con GPS impreciso.,globale:T-0500,
P1,mappe-posizione,pending,Posizione con GPS preciso.,globale:T-0501,
P1,mappe-posizione,pending,posizione condivisa;,globale:T-1573,
P1,mappe-posizione,pending,posizione del gruppo;,addendum:A0122,
P1,mappe-posizione,pending,Posizione in movimento.,globale:T-0502,
P1,mappe-posizione,passed,posizione negata;,usabilita:U0502,"Playwright mobile: permesso rimosso, messaggio comprensibile e nessuna richiesta al server; preview 20382a40; 2026-08-04"
P1,mappe-posizione,pending,posizione precisa attiva;,globale:T-1386,
P1,mappe-posizione,pending,posizione precisa disattiva;,globale:T-1387,
P1,mappe-posizione,pending,Posizione propria.,usabilita:U0646,
P1,mappe-posizione,pending,posizione;,addendum:A0076,
P1,mappe-posizione,pending,posizioni scadute o cancellate;,globale:T-1764,
P1,mappe-posizione,pending,Pubblicare con posizione GPS.,globale:T-0404,
P1,mappe-posizione,pending,quali utenti hanno condiviso la posizione;,addendum:A0356,
P1,mappe-posizione,pending,Registrare precisione GPS.,globale:T-1446,
P1,mappe-posizione,passed,riceve soltanto le posizioni consentite;,addendum:A0151,"Playwright tre ruoli: gruppo autenticato riceve la posizione, pubblico non riceve lista né mappa; preview 20382a40; 2026-08-04"
P1,mappe-posizione,pending,Rimuovere la posizione prima dell’invio.,globale:T-0414,
P1,mappe-posizione,pending,Rimuovere la posizione.,usabilita:U0241,
P1,mappe-posizione,pending,sicurezza delle posizioni;,globale:T-1801,
P1,mappe-posizione,pending,Tentare cancellazione di posizione altrui.,usabilita:U0471,
P1,mappe-posizione,pending,Tentare clickjacking su Condividi posizione.,globale:T-1487,
P1,mappe-posizione,pending,Tentare di modificare posizione altrui.,globale:T-0503,
P1,mappe-posizione,pending,Tentare di vedere posizioni.,usabilita:U0621;usabilita:U0636,
P1,mappe-posizione,pending,Toccare “Usa posizione attuale”.,usabilita:U0234,
P1,mappe-posizione,pending,Tutti condividono e cancellano la posizione.,globale:T-1732,
P1,mappe-posizione,pending,una posizione rimane visibile dopo la cancellazione;,usabilita:U0696,
P1,mappe-posizione,pending,una sola posizione attiva per persona.,usabilita:U0607,
P1,mappe-posizione,pending,Una sola posizione dopo dieci retry.,globale:T-0143,
P1,mappe-posizione,pending,Utilizzare posizione simulata Android.,globale:T-1450,
P1,mappe-posizione,pending,Verifica posizione.,globale:T-0662,
P1,mappe-posizione,passed,verificare assenza di sovrapposizioni;,usabilita:U0090,"Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04"
P1,mappe-posizione,passed,Verificare che il pubblico non veda posizioni.,globale:T-0338,production-smoke: eliminazione posizione restituisce 403 al pubblico
P1,mappe-posizione,pending,Verificare che il pubblico veda soltanto la posizione consentita.,usabilita:U0249,
P1,mappe-posizione,pending,Verificare che la posizione non continui dopo “Interrompi”.,globale:T-1464,
P1,mappe-posizione,pending,Verificare che la posizione venga indicata come dichiarata dal dispositivo.,globale:T-1452,
P1,mappe-posizione,passed,Verificare numero posizioni.,usabilita:U0463,Playwright mobile: contatore posizioni visibile e coerente con la lista privata; preview 20382a40; 2026-08-04
P1,mappe-posizione,pending,Verificare ora delle posizioni.,globale:T-0943,
P1,mappe-posizione,pending,Verificare posizione allegata soltanto con consenso.,globale:T-1194,
P1,mappe-posizione,pending,Verificare posizione di scorrimento.,globale:T-1690,
P1,mappe-posizione,pending,Verificare posizione geografica di ogni hotel.,globale:T-1281,
P1,mappe-posizione,pending,Verificare ritorno allo stesso giorno e alla stessa posizione.,globale:T-0399,
P1,mappe-posizione,pending,Verificare stato posizione vecchia.,globale:T-0511,
P1,mappe-posizione,pending,Visualizzazione della precisione GPS.,globale:T-0215,
P1,media-upload,pending,100 upload dallo stesso utente.,globale:T-1051,
P1,media-upload,passed,Aggiungere l’audio al post.,usabilita:U0224,Playwright mobile: WAV valido aggiunto insieme a foto e video; preview b4f2cf13; 2026-08-04
P1,media-upload,pending,Aprire fotografia.,usabilita:U0208;usabilita:U0422,
P1,media-upload,pending,Aprire fotografie e video pubblici.,usabilita:U0616,
P1,media-upload,pending,Aprire la fotocamera.,usabilita:U0187,
P1,media-upload,pending,Aprire una fotografia del carosello.,globale:T-1394,
P1,media-upload,pending,Archivio di audio.,globale:T-1708,
P1,media-upload,pending,Archivio di fotografie.,globale:T-1709,
P1,media-upload,pending,Archivio di video.,globale:T-1714,
P1,media-upload,pending,Audio.,usabilita:U0119,
P1,media-upload,pending,Aumento improvviso degli upload.,globale:T-1540,
P1,media-upload,pending,Bloccare lo schermo durante l’audio.,globale:T-0909,
P1,media-upload,pending,Calcolare peso medio di un audio.,globale:T-1527,
P1,media-upload,pending,Calcolare peso medio di un video.,globale:T-1528,
P1,media-upload,pending,Calcolare peso medio di una fotografia.,globale:T-1529,
P1,media-upload,pending,caricamento post;,usabilita:U0545,
P1,media-upload,pending,caricamento;,addendum:A0162,
P1,media-upload,pending,Caricare assicurazione.,globale:T-0476;usabilita:U0419,
P1,media-upload,pending,Caricare due file con lo stesso nome.,globale:T-0989,
P1,media-upload,pending,Caricare file con MIME falso.,globale:T-0614,
P1,media-upload,pending,Caricare fotografia con nome originale personale.,globale:T-1425,
P1,media-upload,pending,Caricare fotografia contenente data e ora.,globale:T-1426,
P1,media-upload,pending,Caricare fotografia contenente modello del telefono.,globale:T-1427,
P1,media-upload,pending,Caricare fotografia.,globale:T-0342,
P1,media-upload,pending,Caricare i primi 20 post.,globale:T-1679,
P1,media-upload,pending,Caricare immagini a qualità ridotta.,globale:T-1645,
P1,media-upload,pending,Caricare un file con accenti.,globale:T-0990,
P1,media-upload,pending,Caricare un file con emoji nel nome.,globale:T-0991,
P1,media-upload,pending,Caricare un file con nome molto lungo.,globale:T-0992,
P1,media-upload,pending,Caricare una fotografia contenente coordinate GPS EXIF.,globale:T-1428,
P1,media-upload,pending,Caricare una fotografia orizzontale.,globale:T-0996,
P1,media-upload,pending,Caricare una fotografia sfocata.,globale:T-0997,
P1,media-upload,pending,Chiudere una scheda durante un upload.,globale:T-1589,
